"cat_code","age","sex","logMR","ch_grp","subch_grp","cat_range","ucd"
"I82","55-64","Female",-2.34630403849462,"I00-I99","I80-I89","I80-I89","Embolism and thrombosis of unspecified vein"
"I82","55-64","Female",-2.34630403849462,"I00-I99","I80-I89","I80-I89","Embolism and thrombosis of vena cava"
"I82","55-64","Female",-2.34630403849462,"I00-I99","I80-I89","I80-I89","Thrombophlebitis migrans"
"I82","55-64","Male",-2.17114176149356,"I00-I99","I80-I89","I80-I89","Embolism and thrombosis of renal vein"
"I82","55-64","Male",-2.17114176149356,"I00-I99","I80-I89","I80-I89","Budd-Chiari syndrome"
"I82","55-64","Male",-2.17114176149356,"I00-I99","I80-I89","I80-I89","Embolism and thrombosis of other specified veins"
"I82","55-64","Male",-2.17114176149356,"I00-I99","I80-I89","I80-I89","Embolism and thrombosis of unspecified vein"
"I82","55-64","Male",-2.17114176149356,"I00-I99","I80-I89","I80-I89","Embolism and thrombosis of vena cava"
"I82","55-64","Male",-2.17114176149356,"I00-I99","I80-I89","I80-I89","Thrombophlebitis migrans"
"I82","65-74","Male",-1.55812669604272,"I00-I99","I80-I89","I80-I89","Embolism and thrombosis of renal vein"
"I82","65-74","Male",-1.55812669604272,"I00-I99","I80-I89","I80-I89","Budd-Chiari syndrome"
"I82","65-74","Male",-1.55812669604272,"I00-I99","I80-I89","I80-I89","Embolism and thrombosis of other specified veins"
"I82","65-74","Male",-1.55812669604272,"I00-I99","I80-I89","I80-I89","Embolism and thrombosis of unspecified vein"
"I82","65-74","Male",-1.55812669604272,"I00-I99","I80-I89","I80-I89","Embolism and thrombosis of vena cava"
"I82","65-74","Male",-1.55812669604272,"I00-I99","I80-I89","I80-I89","Thrombophlebitis migrans"
"I83","65-74","Female",-2.47006163715021,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","65-74","Female",-2.47006163715021,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","65-74","Female",-2.47006163715021,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","65-74","Female",-2.47006163715021,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","45-54","Female",-3.40928007371188,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","45-54","Female",-3.40928007371188,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","45-54","Female",-3.40928007371188,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","45-54","Female",-3.40928007371188,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","55-64","Female",-2.80028079802846,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","55-64","Female",-2.80028079802846,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","55-64","Female",-2.80028079802846,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","55-64","Female",-2.80028079802846,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","45-54","Male",-2.18919992543755,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","45-54","Male",-2.18919992543755,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","45-54","Male",-2.18919992543755,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","45-54","Male",-2.18919992543755,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","55-64","Male",-1.91148700129643,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","55-64","Male",-1.91148700129643,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","55-64","Male",-1.91148700129643,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","55-64","Male",-1.91148700129643,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","65-74","Male",-1.89117133719166,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","65-74","Male",-1.89117133719166,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","65-74","Male",-1.89117133719166,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","65-74","Male",-1.89117133719166,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","75-84","Male",-1.46255778073566,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","75-84","Male",-1.46255778073566,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","75-84","Male",-1.46255778073566,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","75-84","Male",-1.46255778073566,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","85+","Male",-0.566380117244358,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","85+","Male",-0.566380117244358,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","85+","Male",-0.566380117244358,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","85+","Male",-0.566380117244358,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","85+","diff",-0.251605848116061,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","85+","diff",-0.251605848116061,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","85+","diff",-0.251605848116061,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","85+","diff",-0.251605848116061,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","45-54","diff",1.22008014827433,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","45-54","diff",1.22008014827433,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","45-54","diff",1.22008014827433,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","45-54","diff",1.22008014827433,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","55-64","diff",0.888793796732025,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","55-64","diff",0.888793796732025,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","55-64","diff",0.888793796732025,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","55-64","diff",0.888793796732025,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","65-74","diff",0.578890299958551,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","65-74","diff",0.578890299958551,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","65-74","diff",0.578890299958551,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","65-74","diff",0.578890299958551,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","75-84","diff",0.118061327543428,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","75-84","diff",0.118061327543428,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","75-84","diff",0.118061327543428,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","75-84","diff",0.118061327543428,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","75-84","Female",-1.58061910827909,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","75-84","Female",-1.58061910827909,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","75-84","Female",-1.58061910827909,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","75-84","Female",-1.58061910827909,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"I83","85+","Female",-0.314774269128296,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities without ulcer or inflammation"
"I83","85+","Female",-0.314774269128296,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with ulcer"
"I83","85+","Female",-0.314774269128296,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with inflammation"
"I83","85+","Female",-0.314774269128296,"I00-I99","I80-I89","I80-I89","Varicose veins of lower extremities with both ulcer and inflammation"
"J10","55-64","Male",-1.06170054568046,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","55-64","Male",-1.06170054568046,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","55-64","Male",-1.06170054568046,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","65-74","Male",-0.405899061394443,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","65-74","Male",-0.405899061394443,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","65-74","Male",-0.405899061394443,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","85+","diff",0.199966095829343,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","85+","diff",0.199966095829343,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","85+","diff",0.199966095829343,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","45-54","diff",0.0860674334965019,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","45-54","diff",0.0860674334965019,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","45-54","diff",0.0860674334965019,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","75-84","Male",0.60953078663892,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","75-84","Male",0.60953078663892,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","75-84","Male",0.60953078663892,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","85+","Male",2.09731980953984,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","85+","Male",2.09731980953984,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","85+","Male",2.09731980953984,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","45-54","Male",-1.88780857506074,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","45-54","Male",-1.88780857506074,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","45-54","Male",-1.88780857506074,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","55-64","Female",-1.20586747224445,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","55-64","Female",-1.20586747224445,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","55-64","Female",-1.20586747224445,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","55-64","diff",0.144166926563991,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","55-64","diff",0.144166926563991,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","55-64","diff",0.144166926563991,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","65-74","diff",0.157183517545531,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","65-74","diff",0.157183517545531,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","65-74","diff",0.157183517545531,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","75-84","diff",0.264304453145492,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","75-84","diff",0.264304453145492,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","75-84","diff",0.264304453145492,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","65-74","Female",-0.563082578939974,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","65-74","Female",-0.563082578939974,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","65-74","Female",-0.563082578939974,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","75-84","Female",0.345226333493427,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","75-84","Female",0.345226333493427,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","75-84","Female",0.345226333493427,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","45-54","Female",-1.97387600855724,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","45-54","Female",-1.97387600855724,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","45-54","Female",-1.97387600855724,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J10","85+","Female",1.8973537137105,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, influenza virus identified"
"J10","85+","Female",1.8973537137105,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, influenza virus identified"
"J10","85+","Female",1.8973537137105,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, influenza virus identified"
"J11","55-64","Male",-0.657617225825874,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","55-64","Male",-0.657617225825874,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","55-64","Male",-0.657617225825874,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","45-54","Male",-1.49095329476526,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","45-54","Male",-1.49095329476526,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","45-54","Male",-1.49095329476526,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","65-74","Male",-0.0111122326454999,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","65-74","Male",-0.0111122326454999,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","65-74","Male",-0.0111122326454999,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","75-84","Male",1.05802946407218,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","75-84","Male",1.05802946407218,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","75-84","Male",1.05802946407218,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","75-84","diff",0.17567699942952,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","75-84","diff",0.17567699942952,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","75-84","diff",0.17567699942952,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","45-54","diff",0.132175849378176,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","45-54","diff",0.132175849378176,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","45-54","diff",0.132175849378176,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","55-64","diff",0.171999683994332,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","55-64","diff",0.171999683994332,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","55-64","diff",0.171999683994332,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","65-74","diff",0.201130325380375,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","65-74","diff",0.201130325380375,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","65-74","diff",0.201130325380375,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","45-54","Female",-1.62312914414344,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","45-54","Female",-1.62312914414344,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","45-54","Female",-1.62312914414344,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","55-64","Female",-0.829616909820206,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","55-64","Female",-0.829616909820206,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","55-64","Female",-0.829616909820206,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","65-74","Female",-0.212242558025875,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","65-74","Female",-0.212242558025875,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","65-74","Female",-0.212242558025875,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","75-84","Female",0.882352464642659,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","75-84","Female",0.882352464642659,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","75-84","Female",0.882352464642659,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","85+","Female",2.50510198739638,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","85+","Female",2.50510198739638,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","85+","Female",2.50510198739638,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","85+","Male",2.56578006767395,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","85+","Male",2.56578006767395,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","85+","Male",2.56578006767395,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J11","85+","diff",0.0606780802775715,"J00-J98","J09-J18","J09-J18","Influenza with pneumonia, virus not identified"
"J11","85+","diff",0.0606780802775715,"J00-J98","J09-J18","J09-J18","Influenza with other respiratory manifestations, virus not identified"
"J11","85+","diff",0.0606780802775715,"J00-J98","J09-J18","J09-J18","Influenza with other manifestations, virus not identified"
"J13","45-54","Female",-2.25201905796226,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","75-84","Female",-0.682239302971461,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","85+","Female",0.412904894974025,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","75-84","Male",-0.338627684083258,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","85+","Male",0.684330164933268,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","85+","diff",0.271425269959243,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","55-64","Male",-1.54959314148191,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","65-74","Male",-1.29708387213752,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","55-64","Female",-1.9034769538278,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","65-74","Female",-1.56024341978168,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","45-54","Male",-2.08077662024918,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","45-54","diff",0.171242437713082,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","65-74","diff",0.263159547644155,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","75-84","diff",0.343611618888203,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J13","55-64","diff",0.35388381234589,"J00-J98","J09-J18","J09-J18","Pneumonia due to Streptococcus pneumoniae"
"J15","75-84","Female",1.7432029452585,"J00-J98","J09-J18","J09-J18","Pneumonia due to Klebsiella pneumoniae"
"J15","75-84","Female",1.7432029452585,"J00-J98","J09-J18","J09-J18","Pneumonia due to other streptococci"
"J15","75-84","Female",1.7432029452585,"J00-J98","J09-J18","J09-J18","Pneumonia due to staphylococcus"
"J15","75-84","Female",1.7432029452585,"J00-J98","J09-J18","J09-J18","Pneumonia due to streptococcus, group B"
"J15","75-84","Female",1.7432029452585,"J00-J98","J09-J18","J09-J18","Other bacterial pneumonia"
"J15","75-84","Female",1.7432029452585,"J00-J98","J09-J18","J09-J18","Pneumonia due to other aerobic Gram-negative bacteria"
"J15","75-84","Female",1.7432029452585,"J00-J98","J09-J18","J09-J18","Pneumonia due to Mycoplasma pneumoniae"
"J15","75-84","Female",1.7432029452585,"J00-J98","J09-J18","J09-J18","Bacterial pneumonia, unspecified"
"J15","75-84","Female",1.7432029452585,"J00-J98","J09-J18","J09-J18","Pneumonia due to Escherichia coli"
"J15","75-84","Female",1.7432029452585,"J00-J98","J09-J18","J09-J18","Pneumonia due to Pseudomonas"
"J15","85+","Female",2.94005984972916,"J00-J98","J09-J18","J09-J18","Pneumonia due to Klebsiella pneumoniae"
"J15","85+","Female",2.94005984972916,"J00-J98","J09-J18","J09-J18","Pneumonia due to other streptococci"
"J15","85+","Female",2.94005984972916,"J00-J98","J09-J18","J09-J18","Pneumonia due to staphylococcus"
"J15","85+","Female",2.94005984972916,"J00-J98","J09-J18","J09-J18","Pneumonia due to streptococcus, group B"
"J15","85+","Female",2.94005984972916,"J00-J98","J09-J18","J09-J18","Other bacterial pneumonia"
"J15","85+","Female",2.94005984972916,"J00-J98","J09-J18","J09-J18","Pneumonia due to other aerobic Gram-negative bacteria"
"J15","85+","Female",2.94005984972916,"J00-J98","J09-J18","J09-J18","Pneumonia due to Mycoplasma pneumoniae"
"J15","85+","Female",2.94005984972916,"J00-J98","J09-J18","J09-J18","Bacterial pneumonia, unspecified"
"J15","85+","Female",2.94005984972916,"J00-J98","J09-J18","J09-J18","Pneumonia due to Escherichia coli"
"J15","85+","Female",2.94005984972916,"J00-J98","J09-J18","J09-J18","Pneumonia due to Pseudomonas"
"J15","85+","Male",3.36102634604846,"J00-J98","J09-J18","J09-J18","Pneumonia due to Klebsiella pneumoniae"
"J15","85+","Male",3.36102634604846,"J00-J98","J09-J18","J09-J18","Pneumonia due to other streptococci"
"J15","85+","Male",3.36102634604846,"J00-J98","J09-J18","J09-J18","Pneumonia due to staphylococcus"
"J15","85+","Male",3.36102634604846,"J00-J98","J09-J18","J09-J18","Pneumonia due to streptococcus, group B"
"J15","85+","Male",3.36102634604846,"J00-J98","J09-J18","J09-J18","Other bacterial pneumonia"
"J15","85+","Male",3.36102634604846,"J00-J98","J09-J18","J09-J18","Pneumonia due to other aerobic Gram-negative bacteria"
"J15","85+","Male",3.36102634604846,"J00-J98","J09-J18","J09-J18","Pneumonia due to Mycoplasma pneumoniae"
"J15","85+","Male",3.36102634604846,"J00-J98","J09-J18","J09-J18","Bacterial pneumonia, unspecified"
"J15","85+","Male",3.36102634604846,"J00-J98","J09-J18","J09-J18","Pneumonia due to Escherichia coli"
"J15","85+","Male",3.36102634604846,"J00-J98","J09-J18","J09-J18","Pneumonia due to Pseudomonas"
"J15","85+","diff",0.420966496319303,"J00-J98","J09-J18","J09-J18","Pneumonia due to Klebsiella pneumoniae"
"J15","85+","diff",0.420966496319303,"J00-J98","J09-J18","J09-J18","Pneumonia due to other streptococci"
"J15","85+","diff",0.420966496319303,"J00-J98","J09-J18","J09-J18","Pneumonia due to staphylococcus"
"J15","85+","diff",0.420966496319303,"J00-J98","J09-J18","J09-J18","Pneumonia due to streptococcus, group B"
"J15","85+","diff",0.420966496319303,"J00-J98","J09-J18","J09-J18","Other bacterial pneumonia"
"J15","85+","diff",0.420966496319303,"J00-J98","J09-J18","J09-J18","Pneumonia due to other aerobic Gram-negative bacteria"
"J15","85+","diff",0.420966496319303,"J00-J98","J09-J18","J09-J18","Pneumonia due to Mycoplasma pneumoniae"
"J15","85+","diff",0.420966496319303,"J00-J98","J09-J18","J09-J18","Bacterial pneumonia, unspecified"
"J15","85+","diff",0.420966496319303,"J00-J98","J09-J18","J09-J18","Pneumonia due to Escherichia coli"
"J15","85+","diff",0.420966496319303,"J00-J98","J09-J18","J09-J18","Pneumonia due to Pseudomonas"
"J15","55-64","Male",0.163341202105414,"J00-J98","J09-J18","J09-J18","Pneumonia due to Klebsiella pneumoniae"
"J15","55-64","Male",0.163341202105414,"J00-J98","J09-J18","J09-J18","Pneumonia due to other streptococci"
"J15","55-64","Male",0.163341202105414,"J00-J98","J09-J18","J09-J18","Pneumonia due to staphylococcus"
"J15","55-64","Male",0.163341202105414,"J00-J98","J09-J18","J09-J18","Pneumonia due to streptococcus, group B"
"J15","55-64","Male",0.163341202105414,"J00-J98","J09-J18","J09-J18","Other bacterial pneumonia"
"J15","55-64","Male",0.163341202105414,"J00-J98","J09-J18","J09-J18","Pneumonia due to other aerobic Gram-negative bacteria"
"J15","55-64","Male",0.163341202105414,"J00-J98","J09-J18","J09-J18","Pneumonia due to Mycoplasma pneumoniae"
"J15","55-64","Male",0.163341202105414,"J00-J98","J09-J18","J09-J18","Bacterial pneumonia, unspecified"
"J15","55-64","Male",0.163341202105414,"J00-J98","J09-J18","J09-J18","Pneumonia due to Escherichia coli"
"J15","55-64","Male",0.163341202105414,"J00-J98","J09-J18","J09-J18","Pneumonia due to Pseudomonas"
"J15","75-84","Male",2.20503442809847,"J00-J98","J09-J18","J09-J18","Pneumonia due to Klebsiella pneumoniae"
"J15","75-84","Male",2.20503442809847,"J00-J98","J09-J18","J09-J18","Pneumonia due to other streptococci"
"J15","75-84","Male",2.20503442809847,"J00-J98","J09-J18","J09-J18","Pneumonia due to staphylococcus"
"J15","75-84","Male",2.20503442809847,"J00-J98","J09-J18","J09-J18","Pneumonia due to streptococcus, group B"
"J15","75-84","Male",2.20503442809847,"J00-J98","J09-J18","J09-J18","Other bacterial pneumonia"
"J15","75-84","Male",2.20503442809847,"J00-J98","J09-J18","J09-J18","Pneumonia due to other aerobic Gram-negative bacteria"
"J15","75-84","Male",2.20503442809847,"J00-J98","J09-J18","J09-J18","Pneumonia due to Mycoplasma pneumoniae"
"J15","75-84","Male",2.20503442809847,"J00-J98","J09-J18","J09-J18","Bacterial pneumonia, unspecified"
"J15","75-84","Male",2.20503442809847,"J00-J98","J09-J18","J09-J18","Pneumonia due to Escherichia coli"
